contact_name,device_name,rssi,location,duration,date,contact
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",27 sec,2022-05-09 09:36:00,[B@612fa0f
SM-G991B,G8341,-59,"55.71, 13.23",1:07 min,2022-05-09 01:11:00,[B@61b7ff2
SM-G991BSP1A.210812.016,SM-G780F,-86,"- , -",50 sec,2022-05-10 11:14:00,[B@61fd4d5
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",32:32 min,2022-05-11 04:23:00,[B@62203b5
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",13 sec,2022-05-10 01:06:00,[B@6238f77
SM-G780F,SM-G991B,0,"55.71, 13.23",13 sec,2022-05-09 09:52:00,[B@6282e07
SM-G991BSP1A.210812.016,G8341,-97,"55.71, 13.23",2:02 min,2022-05-11 01:08:00,[B@62c51e8
Lenovo TB-X505F,SM-G780F,-57,"55.72, 13.22",13 sec,2022-05-12 10:51:00,[B@6311703
LIO-AL00,G8341,-92,"55.71, 13.23",26 sec,2022-05-09 04:12:00,[B@640b7d1
SM-G780F,SM-G991B,0,"- , -",2:16 min,2022-05-09 10:04:00,[B@64785a
Nokia 7.2,Lenovo TB-X505F,0,"- , -",1:40:36 hours,2022-05-09 09:06:00,[B@64f8e9
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"- , -",1:50 min,2022-05-11 06:16:00,[B@65203fe
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",26 sec,2022-05-10 12:58:00,[B@65ef097
LIO-AL00HUAWEILIO-AL00,SM-G780F,0,"- , -",22:03 min,2022-05-10 12:10:00,[B@65f30b3
SM-G991BSP1A.210812.016,SM-G780F,-79,"- , -",13 sec,2022-05-10 11:41:00,[B@661f4c4
SM-G991BSP1A.210812.016,G8341,-82,"55.71, 13.23",59 sec,2022-05-11 09:24:00,[B@675e4c9
Nokia 7.2RKQ1.210607.001,SM-G780F,-92,"- , -",23 sec,2022-05-12 10:55:00,[B@67911d6
SM-G991BSP1A.210812.016,SM-G780F,-67,"- , -",29 sec,2022-05-10 09:28:00,[B@67c8d52
Lenovo TB-X505F,SM-A700H,-75,"- , -",34 sec,2022-05-09 04:16:00,[B@682325c
LIO-AL00HUAWEILIO-AL00,SM-G780F,-90,"- , -",25 sec,2022-05-10 12:09:00,[B@6936baa
SM-G780F,SM-G991B,0,"- , -",13 sec,2022-05-09 11:43:00,[B@69b0580
LIO-AL00,G8341,-53,"55.71, 13.23",57 sec,2022-05-09 04:39:00,[B@69ca030
LIO-AL00HUAWEILIO-AL00,SM-G780F,0,"- , -",2:12 min,2022-05-10 12:34:00,[B@6a0399a
SM-G991B,SM-G780F,0,"55.72, 13.21",1:17 min,2022-05-09 09:34:00,[B@6a039bf
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",5:10 min,2022-05-10 10:02:00,[B@6a4fd9f
SM-G780F,SM-G991B,0,"- , -",13 sec,2022-05-09 12:14:00,[B@6a73d88
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",30 sec,2022-05-11 03:33:00,[B@6aafd59
Nokia 7.2,SM-G991B,-64,"55.72, 13.22",43 sec,2022-05-09 09:41:00,[B@6ababdd
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",49 sec,2022-05-10 09:37:00,[B@6add52e
LIO-AL00HUAWEILIO-AL00,SM-G780F,0,"55.72, 13.22",37 sec,2022-05-10 05:26:00,[B@6b0716
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",59 sec,2022-05-10 11:16:00,[B@6b9f334
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:55 min,2022-05-10 09:41:00,[B@6c2a01d
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:23 min,2022-05-10 11:14:00,[B@6c2c22b
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",30:06 min,2022-05-10 01:16:00,[B@6d56eef
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",47:18 min,2022-05-10 12:59:00,[B@6d5811
SM-M315F,SM-G780F,0,"- , -",3:46 min,2022-04-27 10:29:00,[B@6d85d87
SM-G991BSP1A.210812.016,SM-G780F,-97,"- , -",27 sec,2022-05-10 09:21:00,[B@6de7eec
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",2:20 min,2022-05-10 02:31:00,[B@6e2807e
Nokia 7.2,SM-G780F,0,"55.72, 13.22",40 sec,2022-04-27 06:24:00,[B@6e6693c
G8341,SM-G780F,-84,"55.72, 13.21",17 sec,2022-05-09 09:58:00,[B@6e9b704
SM-G991B,SM-G780F,0,"55.72, 13.21",13:52 min,2022-05-09 02:51:00,[B@6ea3a61
Nokia 7.2,SM-G780F,0,"55.72, 13.22",56 sec,2022-04-27 06:21:00,[B@6ee5ac8
Lenovo TB-X505F,SM-G780F,0,"- , -",13 sec,2022-05-09 03:36:00,[B@6ef5022
LIO-AL00,SM-G780F,-78,"55.72, 13.21",15 sec,2022-05-09 04:29:00,[B@6f2eb91
SM-G780F,SM-G991B,0,"- , -",54 sec,2022-05-09 02:00:00,[B@6f2f3da
G8341,SM-G780F,0,"55.72, 13.21",1:54 min,2022-05-09 09:37:00,[B@6f305ca
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",43 sec,2022-05-10 09:34:00,[B@6f534fb
SM-G780FSP1A.210812.016,G8341,-86,"55.72, 13.22",25 sec,2022-05-12 03:06:00,[B@6f6a37d
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",16:56 min,2022-05-10 11:33:00,[B@7066a3d
SM-G991B,SM-G780F,0,"55.72, 13.21",52 sec,2022-05-09 10:01:00,[B@7090df4
SM-G991B,SM-G780F,-83,"55.72, 13.21",33 sec,2022-05-09 04:03:00,[B@715d8ef
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",10:11 min,2022-05-03 02:26:00,[B@71c7c2b
SM-G991B,SM-G780F,0,"55.72, 13.21",4:07 min,2022-05-09 09:21:00,[B@71fc515
SM-G991B,SM-G780F,0,"55.72, 13.21",32 sec,2022-05-09 02:01:00,[B@722d947
Nokia 7.2RKQ1.210607.001,G8341,0,"55.71, 13.23",8:18 min,2022-05-11 10:56:00,[B@728ca9b
SM-G991BSP1A.210812.016,SM-G780F,-81,"55.72, 13.22",50 sec,2022-05-11 12:18:00,[B@72a331c
Lenovo TB-X505F,G8341,-70,"55.71, 13.23",17 sec,2022-05-11 07:01:00,[B@7332c26
G834147.2.A.11.228,SM-G780F,0,"55.72, 13.22",25 sec,2022-05-12 10:11:00,[B@7395bfe
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",2:09 min,2022-05-10 11:02:00,[B@74428
SM-G991B,Lenovo TB-X505F,-101,"- , -",13 sec,2022-05-09 09:33:00,[B@7451d9c
SM-M315F,SM-G780F,0,"- , -",2:13 min,2022-04-27 11:08:00,[B@7465b24
Lenovo TB-X505F,SM-A700H,-55,"- , -",21 sec,2022-05-09 04:19:00,[B@74b6442
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",22 sec,2022-05-10 12:04:00,[B@7511e35
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",1 sec,2022-05-11 04:00:00,[B@75197bd
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",22 sec,2022-05-10 11:26:00,[B@75a9164
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",6:22 min,2022-05-12 08:59:00,[B@75c526c
Nokia 7.2,SM-G991B,-64,"55.72, 13.22",13 sec,2022-05-09 09:43:00,[B@75efd9d
Lenovo TB-X505F,G8341,-69,"55.71, 13.23",15 sec,2022-05-11 05:30:00,[B@7625ab0
G834147.2.A.11.228,SM-G991B,0,"- , -",27:27 min,2022-05-11 06:20:00,[B@76c5877
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"- , -",13 sec,2022-05-11 06:13:00,[B@76e7ee1
LIO-AL00,SM-G780F,0,"- , -",13 sec,2022-05-09 12:35:00,[B@775251e
SM-G780F,G8341,0,"55.71, 13.23",43 sec,2022-05-09 11:25:00,[B@77e8b40
G834147.2.A.11.228,Lenovo TB-X505F,-90,"55.72, 13.22",13 sec,2022-05-11 01:48:00,[B@7827e74
SM-G780FSP1A.210812.016,Lenovo TB-X505F,-59,"- , -",53 sec,2022-05-11 03:28:00,[B@784ecc1
G834147.2.A.11.228,SM-G991B,0,"- , -",25:32 min,2022-05-09 09:48:00,[B@785beac
G834147.2.A.11.228,SM-G991B,-64,"55.72, 13.22",33 sec,2022-05-11 09:21:00,[B@789314a
Nokia 7.2,SM-G780F,0,"55.72, 13.21",32 sec,2022-05-09 09:36:00,[B@78faca5
Nokia 7.2RKQ1.210607.001,SM-G780F,-86,"55.72, 13.22",40 sec,2022-05-12 10:54:00,[B@7927268
Lenovo TB-X505F,SM-G991B,-57,"55.72, 13.21",24 sec,2022-05-12 10:17:00,[B@7947e27
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",15:48 min,2022-05-11 01:23:00,[B@796ab84
Lenovo TB-X505F,SM-G991B,0,"- , -",2:05 min,2022-05-11 01:21:00,[B@79719b7
SM-G991BSP1A.210812.016,SM-G780F,-77,"- , -",1:02 min,2022-05-10 11:23:00,[B@79a634a
SM-G780F,SM-G991B,0,"- , -",9:43 min,2022-05-09 11:22:00,[B@79a9519
SM-G991BSP1A.210812.016,SM-G780F,-78,"- , -",14 sec,2022-05-10 11:29:00,[B@79e0a20
SM-G780F,SM-G991B,0,"- , -",19:06 min,2022-05-09 11:37:00,[B@7a3dded
SM-G780F,SM-G991B,0,"- , -",3:17 min,2022-05-09 11:37:00,[B@7a88483
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"- , -",2:23:22 hours,2022-05-11 01:05:00,[B@7a9dc7f
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",36 sec,2022-05-10 02:09:00,[B@7aa6340
SM-G991BSP1A.210812.016,SM-G780F,-92,"- , -",1:02 min,2022-05-10 09:25:00,[B@7aa8193
SM-A700H,G8341,-88,"55.71, 13.23",14 sec,2022-05-09 04:12:00,[B@7af960c
SM-G780F,G8341,0,"55.71, 13.23",39:12 min,2022-05-09 11:25:00,[B@7b189be
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",0 sec,2022-05-12 03:52:00,[B@7b3bd6d
SM-G780F,SM-G991B,0,"- , -",1:16 min,2022-05-09 01:15:00,[B@7b50ff3
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",14 sec,2022-05-12 10:27:00,[B@7ba92f9
SM-M315F,SM-G780F,0,"- , -",6:21 min,2022-05-03 01:29:00,[B@7be388
SM-G780FSP1A.210812.016,G8341,-82,"55.72, 13.22",25 sec,2022-05-12 04:02:00,[B@7c53df0
Lenovo TB-X505F,G8341,-81,"55.71, 13.23",28 sec,2022-05-11 10:58:00,[B@7c5d7cc
SM-G991B,SM-G780F,0,"55.72, 13.21",8:32 min,2022-05-09 03:31:00,[B@7d13687
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",6:33 min,2022-05-10 11:37:00,[B@7d25b60
SM-G991B,G8341,0,"55.71, 13.23",2:31 min,2022-05-09 05:06:00,[B@7d5d07e
SM-G780FSP1A.210812.016,G8341,-82,"55.72, 13.22",1:57 min,2022-05-12 04:02:00,[B@7d8491c
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",2:27 min,2022-05-12 07:33:00,[B@7e0938
SM-G991B,SM-G780F,0,"- , -",1:40 min,2022-05-09 01:08:00,[B@7e170bc
SM-G780FSP1A.210812.016,G8341,-83,"55.71, 13.23",27 sec,2022-05-11 01:56:00,[B@7e40d86
LIO-AL00HUAWEILIO-AL00,G8341,-82,"55.71, 13.23",27 sec,2022-05-10 05:31:00,[B@7f35bda
LIO-AL00,SM-G780F,0,"- , -",19:11 min,2022-05-09 12:16:00,[B@7fa4822
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",35 sec,2022-05-12 03:52:00,[B@803d506
G834147.2.A.11.228,SM-G991B,0,"- , -",34 sec,2022-05-11 10:51:00,[B@8076043
G834147.2.A.11.228,SM-G991B,0,"55.72, 13.22",15 sec,2022-05-11 11:08:00,[B@8082706
SM-G780F,SM-G991B,0,"- , -",27 sec,2022-05-09 01:14:00,[B@80f022
SM-G991B,SM-G780F,0,"55.72, 13.21",7:41 min,2022-05-09 09:34:00,[B@80ff454
SM-G780F,G8341,0,"55.71, 13.23",49:16 min,2022-05-09 01:17:00,[B@8102669
SM-G780F,SM-G991B,0,"55.72, 13.22",2:55 min,2022-05-09 09:33:00,[B@8145cfd
Galaxy S20 FE de Marie,G8341,-2,"55.71, 13.23",50 sec,2022-05-09 10:04:00,[B@81e9e15
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",13 sec,2022-05-10 01:04:00,[B@82205a3
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.22",25:42 min,2022-05-09 03:05:00,[B@8242b2c
Lenovo TB-X505F,SM-G991B,-10,"- , -",1:27 min,2022-05-11 03:59:00,[B@824352e
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",25 sec,2022-05-11 10:54:00,[B@830c562
SM-G780F,LIO-AL00,0,"55.73, 13.21",2:11 min,error,[B@834a972
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",41 sec,2022-05-10 10:19:00,[B@8370ed9
G8341,SM-G991B,0,"- , -",40:01 min,2022-05-09 11:16:00,[B@83a65ca
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",30 sec,2022-05-10 10:02:00,[B@83f7954
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",28 sec,2022-05-10 09:34:00,[B@84478cb
Lenovo TB-X505F,G8341,-87,"55.71, 13.23",30 sec,2022-05-11 10:56:00,[B@84b833c
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",55 sec,2022-05-10 09:43:00,[B@84fe5de
Nokia 7.2,SM-G780F,0,"- , -",10:13 min,2022-04-27 05:12:00,[B@8521bcf
Galaxy S20 FE de Marie,Lenovo TB-X505F,0,"55.72, 13.22",18:18 min,2022-05-11 11:43:00,[B@85aecd6
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",3:21 min,2022-05-12 07:36:00,[B@861f11b
SM-G991BSP1A.210812.016,SM-G780F,-84,"- , -",41 sec,2022-05-10 11:52:00,[B@8620613
SM-G991BSP1A.210812.016,SM-G780F,-77,"- , -",13 sec,2022-05-10 11:26:00,[B@8694d5f
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",9:22 min,2022-05-10 10:22:00,[B@8716d4e
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:28 min,2022-05-10 10:48:00,[B@8722261
Nokia 7.2,SM-G780F,0,"- , -",27:35 min,2022-05-09 08:54:00,[B@875c275
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",54 sec,2022-05-12 07:51:00,[B@87cfd61
SM-G991BSP1A.210812.016,SM-G780F,-84,"- , -",13 sec,2022-05-10 11:14:00,[B@8835dfc
G8341,SM-G780F,-92,"55.72, 13.21",24 sec,2022-05-09 09:59:00,[B@8941900
Lenovo TB-X505F,G8341,-70,"55.72, 13.22",13 sec,2022-05-12 10:30:00,[B@8997823
SM-G780FSP1A.210812.016,G8341,-84,"55.71, 13.23",49 sec,2022-05-11 01:54:00,[B@89cd405
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",21:39 min,2022-05-10 09:45:00,[B@8a1006a
SM-G991BSP1A.210812.016,SM-G780F,-82,"- , -",15 sec,2022-05-10 11:45:00,[B@8a4f850
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",1:30 min,2022-05-10 11:30:00,[B@8a8918a
Galaxy S20 FE de Marie,SM-G991B,0,"55.72, 13.22",3:33 min,2022-05-09 09:44:00,[B@8ab7e3a
G834147.2.A.11.228,SM-G780F,0,"- , -",1:21 min,2022-05-12 10:49:00,[B@8abb7e2
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",9:01 min,2022-05-10 12:02:00,[B@8ac01f7
G834147.2.A.11.228,SM-G780F,-95,"- , -",23 sec,2022-05-11 01:04:00,[B@8ac82ae
Lenovo TB-X505F,SM-A700H,-70,"- , -",29 sec,2022-05-09 04:13:00,[B@8b192a6
Lenovo TB-X505F,SM-A700H,-60,"- , -",34 sec,2022-05-09 04:16:00,[B@8b676e1
SM-G991B,SM-G780F,0,"55.72, 13.21",7:41 min,2022-05-09 09:34:00,[B@8c027a7
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",15 sec,2022-05-10 11:36:00,[B@8c0555c
G8341,SM-G780F,0,"55.72, 13.21",13:18 min,2022-05-09 02:46:00,[B@8c2faf1
Galaxy S20 FE de Marie,SM-M315F,0,"55.72, 13.22",3:32 min,2022-05-09 08:47:00,[B@8c5c9c2
LIO-AL00,SM-A700H,0,"- , -",8:03 min,2022-05-09 01:10:00,[B@8d45512
SM-G780F,G8341,0,"55.71, 13.23",3:29 min,2022-05-09 01:17:00,[B@8dbec35
SM-G780FSP1A.210812.016,SM-A700H,-93,"55.72, 13.22",34 sec,2022-05-10 05:24:00,[B@8e41207
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",10:6:18 hours,2022-05-10 07:46:00,[B@8e5a388
SM-G991B,SM-G991B,0,"55.72, 13.22",53 sec,2022-05-09 09:47:00,[B@8e6b964
SM-G780FSP1A.210812.016,G8341,-79,"55.72, 13.22",38 sec,2022-05-12 10:46:00,[B@8e8659
Nokia 7.2,SM-G780F,-51,"55.72, 13.21",13 sec,2022-05-09 09:38:00,[B@900dade
SM-G991BSP1A.210812.016,Lenovo TB-X505F,0,"55.72, 13.22",13 sec,2022-05-11 03:55:00,[B@9016cca
SM-G991B,SM-G780F,0,"- , -",35 sec,2022-05-09 01:14:00,[B@90408e
SM-G991BSP1A.210812.016,SM-G780F,-70,"55.72, 13.22",38 sec,2022-05-10 09:29:00,[B@905a5d2
SM-G991BSP1A.210812.016,SM-G780F,-65,"- , -",13 sec,2022-05-10 11:54:00,[B@9139927
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",37 sec,2022-05-10 05:26:00,[B@918a431
SM-G780FSP1A.210812.016,Lenovo TB-X505F,-40,"55.72, 13.22",13 sec,2022-05-11 03:50:00,[B@91fd17f
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",17 sec,2022-05-11 10:55:00,[B@9208a3f
G834147.2.A.11.228,SM-G991B,-54,"55.72, 13.21",38 sec,2022-05-12 10:22:00,[B@926d9fc
SM-G991BSP1A.210812.016,SM-G780F,-92,"55.72, 13.22",13 sec,2022-05-10 10:37:00,[B@931a05a
Lenovo TB-X505F,SM-A700H,-80,"- , -",27 sec,2022-05-09 04:10:00,[B@935ba0
SM-G991BSP1A.210812.016,G8341,-86,"55.71, 13.23",1:01 min,2022-05-11 01:10:00,[B@93ab0fb
LIO-AL00HUAWEILIO-AL00,SM-G780F,-97,"- , -",23 sec,2022-05-10 12:07:00,[B@93cb385
SM-M315F,SM-G780F,0,"55.72, 13.22",13 sec,2022-04-27 10:34:00,[B@93e4e1e
Lenovo TB-X505F,SM-G991B,0,"- , -",13 sec,2022-05-11 01:27:00,[B@9460a9f
G8341,SM-G780F,0,"- , -",1:36 min,2022-05-09 01:07:00,[B@9476c6c
SM-G780FSP1A.210812.016,G8341,-86,"55.72, 13.22",54 sec,2022-05-12 10:15:00,[B@9485ac4
Galaxy S20 FE de Marie,Lenovo TB-X505F,0,"- , -",15:05 min,2022-05-09 09:06:00,[B@9498d0c
Nokia 7.2RKQ1.210607.001,SM-G991B,0,"- , -",1:12 min,2022-05-11 06:07:00,[B@94ca33a
SM-G780F,SM-G991B,0,"- , -",9:01 min,2022-05-09 11:33:00,[B@9635e79
SM-G991B,SM-G780F,-60,"55.72, 13.21",41 sec,2022-05-09 11:22:00,[B@9690da1
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.22",53:12 min,2022-05-12 02:05:00,[B@971d2fc
G8341,SM-G991B,0,"- , -",3:43 min,2022-05-09 07:59:00,[B@9823dcf
Lenovo TB-X505F,SM-G780F,-61,"55.72, 13.22",1:59 min,2022-05-11 01:05:00,[B@984bc03
SM-G991B,SM-G780F,0,"- , -",6:58 min,2022-04-27 10:29:00,[B@984bf9
SM-G780FSP1A.210812.016,SM-G991B,0,"- , -",13:01 min,2022-05-11 03:46:00,[B@9856daa
SM-G780F,SM-G991B,0,"55.72, 13.22",13:52 min,2022-05-09 02:51:00,[B@986969a
G8341,SM-G991B,0,"- , -",16:59 min,2022-05-09 07:41:00,[B@989e98d
SM-G780FSP1A.210812.016,Lenovo TB-X505F,0,"- , -",5:57 min,2022-05-10 02:35:00,[B@99465ca
SM-G991BSP1A.210812.016,SM-G780F,0,"55.72, 13.22",26:34 min,2022-05-11 03:33:00,[B@997a293
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",2:45 min,2022-05-10 11:33:00,[B@9990630
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",42 sec,2022-05-10 12:03:00,[B@99a1b37
SM-G780F,SM-G991B,0,"- , -",4:31 min,2022-05-09 11:30:00,[B@99c1e9b
Lenovo TB-X505F,G8341,-86,"55.71, 13.23",2:02 min,2022-05-11 05:26:00,[B@99cc102
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.21",33 sec,2022-05-12 07:47:00,[B@9a06f94
SM-G991B,SM-G780F,0,"55.72, 13.21",2:08 min,2022-05-09 10:04:00,[B@9a7c463
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",1:51 min,2022-05-09 08:49:00,[B@9bea400
SM-G780F,SM-G991B,0,"- , -",29:49 min,2022-05-09 11:22:00,[B@9becf1b
Lenovo TB-X505F,SM-G991B,0,"55.72, 13.22",13 sec,2022-05-09 01:26:00,[B@9c20ca6
Lenovo TB-X505F,SM-A700H,-53,"- , -",28 sec,2022-05-09 04:18:00,[B@9c2b3bf
Lenovo TB-X505F,G8341,-78,"55.71, 13.23",13 sec,2022-05-11 11:00:00,[B@9c316cf
SM-G991BSP1A.210812.016,G8341,0,"55.71, 13.23",28 sec,2022-05-11 12:16:00,[B@9c8a193
SM-G780F,SM-G991B,0,"55.72, 13.22",13 sec,2022-05-09 09:38:00,[B@9cdc9e
SM-G991B,SM-G780F,0,"55.72, 13.21",4:07 min,2022-05-09 09:21:00,[B@9d1802a
SM-G780F,SM-G991B,0,"- , -",1:11 min,2022-05-09 09:41:00,[B@9d5670d
G834147.2.A.11.228,SM-G780F,-85,"55.72, 13.22",24 sec,2022-05-12 10:26:00,[B@9d5a536
Nokia 7.2,SM-G780F,0,"55.72, 13.21",13 sec,2022-05-09 09:35:00,[B@9de1f65
SM-G991BSP1A.210812.016,SM-G780F,0,"- , -",26 sec,2022-05-10 01:04:00,[B@9e369f9
SM-G991BSP1A.210812.016,SM-G780F,-91,"- , -",28 sec,2022-05-10 10:39:00,[B@9e3e6f3
Nokia 7.2,SM-G780F,0,"- , -",43:35 min,2022-05-09 01:16:00,[B@9ed2e0d
SM-G991B,SM-G780F,0,"55.72, 13.21",8:55 min,2022-05-09 09:34:00,[B@9edd449
SM-M315F,SM-G780F,0,"55.72, 13.22",6:09 min,2022-04-27 10:34:00,[B@9ef68c7
SM-G991BSP1A.210812.016,G8341,-80,"55.72, 13.22",37 sec,2022-05-12 10:25:00,[B@9efef78
G8341,SM-G991B,0,"55.71, 13.23",1:24 min,2022-05-09 09:38:00,[B@9f0a050
SM-G991B,SM-G780F,0,"55.72, 13.21",4:09 min,2022-05-09 09:43:00,[B@9f1bf75
Lenovo TB-X505F,G8341,-100,"55.71, 13.23",52 sec,2022-05-09 05:05:00,[B@9fcdff7
SM-G991B,SM-G991B,-62,"- , -",37 sec,2022-05-09 09:41:00,[B@a029234
G834147.2.A.11.228,SM-G780F,0,"55.72, 13.22",20:21 min,2022-05-10 10:09:00,[B@a0a844
Lenovo TB-X505F,SM-G780F,-53,"55.72, 13.22",41 sec,2022-05-12 10:11:00,[B@a0ee2e9
SM-G991BSP1A.210812.016,SM-G780F,0,"55.72, 13.22",2:11 min,2022-05-11 01:05:00,[B@a12a828
Lenovo TB-X505F,SM-G780F,-27,"55.72, 13.22",45 sec,2022-04-27 10:46:00,[B@a1d23ae
Nokia 7.2RKQ1.210607.001,SM-G780F,0,"55.72, 13.22",56:36 min,2022-05-12 02:06:00,[B@a1e968d
Galaxy S20 FE de Marie,SM-G991B,0,"- , -",23 sec,2022-05-09 11:41:00,[B@a24cfe3
Lenovo TB-X505F,SM-G780F,0,"- , -",13 sec,2022-05-09 01:08:00,[B@a2fb15a
LIO-AL00HUAWEILIO-AL00,SM-G780F,-91,"- , -",29 sec,2022-05-10 12:08:00,[B@a3115e1
Lenovo TB-X505F,G8341,-89,"55.71, 13.23",27 sec,2022-05-11 05:10:00,[B@a32def4
Lenovo TB-X505F,SM-G780F,0,"- , -",13 sec,2022-05-09 03:54:00,[B@a35496a
SM-G780F,LIO-AL00,0,"55.73, 13.21",2:10 min,error,[B@a3911c3
SM-G991B,SM-G991B,0,"- , -",57 sec,2022-05-09 09:47:00,[B@a3b81d9
Lenovo TB-X505F,SM-G780F,0,"55.72, 13.21",7:49 min,2022-05-09 09:25:00,[B@a3e62a4
G8341,SM-G780F,0,"55.72, 13.21",5:17 min,2022-05-09 11:56:00,[B@a52042f
SM-G780FSP1A.210812.016,G8341,0,"55.71, 13.23",20:19 min,2022-05-10 10:12:00,[B@a5a484b
SM-G991BSP1A.210812.016,SM-G780F,-94,"- , -",13 sec,2022-05-10 09:27:00,[B@a5a7f51
G834147.2.A.11.228,Lenovo TB-X505F,0,"- , -",20:12 min,2022-05-10 10:09:00,[B@a5e4bff
SM-G991B,SM-G780F,0,"55.72, 13.22",5:26 min,2022-05-03 01:34:00,[B@a6127e
SM-G991BSP1A.210812.016,SM-G780F,-100,"- , -",15 sec,2022-05-10 10:32:00,[B@a647750
Nokia 7.2RKQ1.210607.001,Lenovo TB-X505F,0,"- , -",38:48 min,2022-05-10 01:16:00,[B@a64be30
SM-A515F,SM-G780F,0,"55.72, 13.21",6:20 min,2022-05-09 09:27:00,[B@a65791a
Galaxy S20 FE de Marie,SM-A515F,0,"- , -",54 sec,09/mei/22 09:36,[B@a689ffe
SM-G780F,G8341,0,"55.71, 13.23",17:04 min,2022-05-09 03:45:00,[B@a70da5a
SM-G780FSP1A.210812.016,G8341,-88,"55.72, 13.22",23 sec,2022-05-12 03:08:00,[B@a76bd7a
Lenovo TB-X505F,SM-A700H,0,"55.72, 13.22",13 sec,2022-05-11 01:06:00,[B@a7acf81
Lenovo TB-X505F,SM-A700H,-81,"- , -",20 sec,2022-05-09 04:09:00,[B@a7bf946
G834147.2.A.11.228,SM-G991B,0,"- , -",14 sec,2022-05-09 08:02:00,[B@a7f8aea
SM-A700HMMB29M,SM-G780F,-57,"- , -",40 sec,2022-05-10 12:57:00,[B@a80bb01
SM-G991BSP1A.210812.016,SM-G780F,-91,"- , -",13 sec,2022-05-10 11:02:00,[B@a874390
Lenovo TB-X505F,G8341,-67,"55.71, 13.23",49 sec,2022-05-11 05:32:00,[B@ab5e40d
G8341,SM-G780F,0,"- , -",24 sec,2022-05-09 01:14:00,[B@ab99719
Nokia 7.2,SM-G780F,0,"55.72, 13.21",54:44 min,2022-05-09 11:15:00,[B@ab99d4c
LIO-AL00HUAWEILIO-AL00,SM-A700H,0,"- , -",2:00 min,2022-05-10 10:17:00,[B@aba31b4
